source,video_index,file_path,half,clock,time_seconds,label,team,confidence,details
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:10,850.0,Goal,away,0.94,Goalkeeper makes a save
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:16,856.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:18,858.0,Corner,away,0.9,LIVERPOOL
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:20,860.0,Corner,home,0.94,Player prepares for corner kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:22,862.0,Other,home,0.9,Player walks back to the field
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:24,864.0,Foul,away,0.94,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:26,866.0,Ball out of play,home,0.94,Player walks away from the field
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:28,868.0,Shot on target,away,0.9,Player takes a shot at goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:30,870.0,Shot off target,away,0.9,Goalkeeper catches the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:32,872.0,Foul,away,0.9,Player from away team pushes the ball away
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:34,874.0,Other,away,0.9,Player walks away
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:36,876.0,Other,home,0.9,Goalkeeper throws the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:38,878.0,Foul,away,0.9,Player 6 from away team fouls player
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:42,882.0,Foul,away,0.9,Mignolet blocks the shot
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:46,886.0,Shot off target,away,0.9,Player takes a shot but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:48,888.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:50,890.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:54,894.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,14:56,896.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:00,900.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:04,904.0,Shot off target,away,0.9,Player in black jersey takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:06,906.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:08,908.0,Shot off target,home,0.89,Player in red and white kicks the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:14,914.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:16,916.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:18,918.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:20,920.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:24,924.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:26,926.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:28,928.0,Shot off target,away,0.9,Player kicks the ball but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:32,932.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:36,936.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:38,938.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:42,942.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:46,946.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:50,950.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:52,952.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:56,956.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,15:58,958.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:02,962.0,Foul,away,0.8,Player 20 fouls player 2
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:06,966.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:08,968.0,Foul,home,0.94,Player Yargett points to the left side
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:10,970.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:12,972.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:14,974.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:16,976.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:18,978.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:20,980.0,Foul,away,0.9,Player 33 from away team is fouled
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:24,984.0,Throw-in,home,0.94,Player throws the ball in
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:26,986.0,Other,home,0.9,Player walks back to the field
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:28,988.0,Free-kick,away,0.9,Player 20 takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:30,990.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:32,992.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:36,996.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:38,998.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:42,1002.0,Shot off target,away,0.9,Player in black jersey takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:44,1004.0,Goal,away,0.9,Player scores a goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:46,1006.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:52,1012.0,Foul,away,0.9,Player 24 fouls player 18
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,16:56,1016.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:00,1020.0,Foul,away,0.9,Player from away team is fouled
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:02,1022.0,Ball out of play,away,0.96,Goalkeeper throws the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:04,1024.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:06,1026.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:08,1028.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:14,1034.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:18,1038.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:22,1042.0,Other,away,0.9,Player in red shirt looks at the camera
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:26,1046.0,Other,away,0.9,Player looks up
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:30,1050.0,Foul,away,0.94,Goalkeeper blocks the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:32,1052.0,Goal,away,0.9,Goalkeeper makes a save
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:34,1054.0,Foul,away,0.94,Goalkeeper blocks the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:36,1056.0,Shot off target,away,0.94,Goalkeeper blocks the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:38,1058.0,Foul,away,0.9,Goalkeeper blocks the ball
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:40,1060.0,Shot off target,away,0.9,Player takes a shot from outside the box
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:44,1064.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:48,1068.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:50,1070.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:52,1072.0,Shot off target,home,0.94,Player 3 takes a shot but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:54,1074.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,17:56,1076.0,Shot off target,away,0.9,Player in black kicks the ball towards the goal but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:00,1080.0,Foul,away,0.8,Player 20 fouls player 4
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:02,1082.0,Foul,home,0.94,Player from home team is fouled
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:04,1084.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:06,1086.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:10,1090.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:14,1094.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:16,1096.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:22,1102.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:26,1106.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:28,1108.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:32,1112.0,Shot off target,away,0.8,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:36,1116.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:42,1122.0,Shot off target,away,0.8,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:46,1126.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:50,1130.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:54,1134.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,18:56,1136.0,Shot off target,away,0.8,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:00,1140.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:02,1142.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:04,1144.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:06,1146.0,Shot off target,away,0.8,Player in red jersey kicks the ball but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:10,1150.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:14,1154.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:16,1156.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:18,1158.0,Shot off target,home,0.8,Player kicks the ball but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:20,1160.0,Free-kick,away,0.94,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:22,1162.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:24,1164.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:28,1168.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:30,1170.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:34,1174.0,Foul,away,0.8,Player 23 fouls player 16
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:40,1180.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:44,1184.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:46,1186.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:50,1190.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:52,1192.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:54,1194.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,19:56,1196.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:00,1200.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:04,1204.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:06,1206.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:10,1210.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:12,1212.0,Set Pieces,away,0.9,Free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:14,1214.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:16,1216.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:18,1218.0,Set Pieces,home,0.9,Free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:20,1220.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:22,1222.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:26,1226.0,Foul,away,0.8,by player 24
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:32,1232.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:36,1236.0,Shot off target,away,0.8,Player takes a shot but misses
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:40,1240.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:44,1244.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:48,1248.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:52,1252.0,Foul,away,0.9,Player from away team fouls the player in red jersey
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:56,1256.0,Foul,home,0.8,Player from home team is fouled
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,20:58,1258.0,Foul,away,0.9,Player from away team is fouled
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:00,1260.0,Other,home,0.9,Player adjusts his jersey
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:02,1262.0,Ball out of play,home,0.9,ball out of play
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:04,1264.0,Foul,away,0.9,Player 20 from away team fouls player 6 from home team
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:10,1270.0,Throw-in,away,0.94,Player throws the ball in
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:12,1272.0,Other,away,0.9,Referee signals
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:14,1274.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:16,1276.0,Foul,away,0.9,Player 24 from Southampton fouls player 28 from Liverpool
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:20,1280.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:24,1284.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:28,1288.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:32,1292.0,Shot off target,away,0.9,Player in black jersey takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:36,1296.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:40,1300.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:42,1302.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:44,1304.0,Shot off target,away,0.9,Player from away team takes a shot but misses the goal
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:48,1308.0,Foul,away,0.8,Player 50 fouls player 12
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:52,1312.0,Foul,away,0.94,Player 50 from away team fouls opponent
Qwen,6,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_6.json,1,21:56,1316.0,Ball out of play,away,0.96,Player A catches the ball
